Date,Open,High,Low,Close,Volume
12-Jun-15,40.04,40.12,39.84,39.96,15568577
11-Jun-15,40.11,40.25,40.03,40.10,11944854
10-Jun-15,40.32,40.54,40.28,40.33,11979870
9-Jun-15,40.17,40.42,40.11,40.20,10772741
8-Jun-15,40.10,40.26,40.02,40.16,14339260
5-Jun-15,40.48,40.52,40.08,40.10,15975551
4-Jun-15,40.71,40.98,40.53,40.59,10145794
3-Jun-15,41.10,41.21,40.78,40.87,8153777
2-Jun-15,40.84,41.16,40.68,40.99,11878845
1-Jun-15,41.36,41.40,40.88,40.94,12684052
29-May-15,41.18,41.18,40.76,40.96,19628649
28-May-15,41.20,41.30,40.88,41.14,9395168
27-May-15,40.94,41.20,40.83,41.12,9863138
26-May-15,41.12,41.18,40.74,40.99,15194348
22-May-15,41.12,41.24,41.04,41.21,11909499
21-May-15,41.26,41.32,41.07,41.23,9270925
20-May-15,41.37,41.59,41.31,41.35,10965231
19-May-15,41.23,41.39,41.13,41.31,9071997
18-May-15,41.49,41.49,41.25,41.32,11511687
15-May-15,41.45,41.69,41.43,41.52,8479028
14-May-15,41.30,41.60,41.25,41.50,9960964
13-May-15,40.75,41.36,40.72,41.05,13183745
12-May-15,40.77,40.96,40.52,40.69,12384499
11-May-15,40.98,41.39,40.88,40.94,10113526
8-May-15,41.00,41.17,40.85,40.98,11144434
7-May-15,40.53,40.91,40.51,40.70,13834747
6-May-15,41.04,41.09,40.39,40.66,11906874
5-May-15,41.14,41.14,40.68,40.75,11721254
4-May-15,40.88,41.10,40.77,40.96,10204805
1-May-15,40.58,40.93,40.50,40.91,10848323
30-Apr-15,40.40,40.58,40.28,40.56,12700757
29-Apr-15,40.66,40.75,40.40,40.49,11371397
28-Apr-15,40.95,40.97,40.60,40.77,12174756
27-Apr-15,41.00,41.15,40.78,40.83,10044553
24-Apr-15,41.04,41.12,40.81,40.89,11623319
23-Apr-15,41.23,41.41,40.92,40.95,17408798
22-Apr-15,41.56,41.57,41.07,41.31,26887158
21-Apr-15,40.67,40.99,40.54,40.78,19673063
20-Apr-15,40.42,40.90,40.41,40.66,13023939
17-Apr-15,40.47,40.66,40.10,40.30,15330311
16-Apr-15,40.41,40.86,40.30,40.60,13120966
15-Apr-15,40.59,40.81,40.32,40.40,11189056
14-Apr-15,40.59,40.65,40.32,40.51,11209674
13-Apr-15,40.97,40.97,40.70,40.70,9616271
10-Apr-15,41.09,41.16,40.85,40.88,8719980
9-Apr-15,40.80,41.08,40.63,41.05,12710885
8-Apr-15,40.98,41.09,40.74,40.89,8954659
7-Apr-15,41.05,41.37,40.97,41.01,9773391
6-Apr-15,40.77,41.61,40.59,41.17,19843401
2-Apr-15,40.73,40.87,40.48,40.68,14343102
1-Apr-15,40.79,40.81,40.23,40.68,14300701
31-Mar-15,40.51,40.90,40.35,40.55,16604780
30-Mar-15,40.11,40.61,39.94,40.51,12561436
27-Mar-15,40.48,40.48,39.97,40.08,14384361
26-Mar-15,40.34,40.56,40.23,40.35,17359635
25-Mar-15,40.59,40.70,40.24,40.45,22811328
24-Mar-15,40.91,40.98,40.47,40.47,13485734
23-Mar-15,40.64,40.94,40.50,40.62,17060523
20-Mar-15,40.07,40.66,40.01,40.65,31608480
19-Mar-15,40.48,40.52,39.96,40.02,16057555
18-Mar-15,40.48,40.79,39.80,40.60,26247491
17-Mar-15,40.67,40.73,40.32,40.51,21661805
16-Mar-15,40.00,40.35,39.99,40.29,15238783
13-Mar-15,40.44,40.57,39.61,39.91,17438430
12-Mar-15,40.10,40.57,40.02,40.57,17728747
11-Mar-15,40.73,40.73,40.08,40.10,18549681
10-Mar-15,41.10,41.15,40.68,40.69,14599065
9-Mar-15,41.53,41.55,41.32,41.39,10123274
6-Mar-15,42.12,42.20,41.33,41.52,18180467
5-Mar-15,42.56,42.60,42.25,42.40,9222960
4-Mar-15,42.92,42.98,42.47,42.50,16262994
3-Mar-15,43.11,43.16,42.84,42.95,10036311
2-Mar-15,43.12,43.28,43.08,43.20,13514600
27-Feb-15,42.52,43.66,42.47,43.30,28312835
26-Feb-15,42.04,42.55,41.97,42.46,14346538
25-Feb-15,42.17,42.24,41.74,42.05,10323318
24-Feb-15,41.85,42.33,41.77,42.13,12782659
23-Feb-15,41.71,42.17,41.69,41.85,11830339
20-Feb-15,42.04,42.11,41.64,41.97,15982353
19-Feb-15,41.68,42.24,41.53,42.11,16578304
18-Feb-15,41.75,41.80,41.47,41.73,9789765
17-Feb-15,41.81,41.88,41.64,41.81,12804246
13-Feb-15,42.02,42.23,41.76,41.99,10792091
12-Feb-15,42.40,42.66,42.07,42.17,13818248
11-Feb-15,42.10,42.49,41.70,42.37,20496282
10-Feb-15,42.91,43.03,42.20,42.40,32184188
9-Feb-15,41.38,41.45,41.04,41.23,13371066
6-Feb-15,41.63,41.76,41.32,41.45,12366380
5-Feb-15,41.80,41.82,41.51,41.79,11078513
4-Feb-15,41.77,42.09,41.62,41.68,16399992
3-Feb-15,41.75,41.85,41.37,41.63,13193129
2-Feb-15,41.21,41.63,40.90,41.59,15197517
30-Jan-15,41.83,41.93,41.11,41.17,19193704
29-Jan-15,41.77,42.15,41.47,42.10,13657918
28-Jan-15,42.59,42.80,41.90,41.92,14278506
27-Jan-15,42.54,42.64,42.15,42.39,15274036
26-Jan-15,43.18,43.23,42.83,43.00,11151861
23-Jan-15,43.60,43.75,43.18,43.31,12357723
22-Jan-15,43.37,43.83,43.07,43.78,14709117
21-Jan-15,42.89,43.43,42.76,43.36,10720566
20-Jan-15,42.70,43.32,42.61,43.16,17047295
16-Jan-15,42.36,42.59,42.24,42.53,15114873
15-Jan-15,42.83,42.86,42.17,42.38,11193063
14-Jan-15,42.08,42.60,42.07,42.56,13447646
13-Jan-15,42.83,43.24,42.45,42.63,12529493
12-Jan-15,43.07,43.20,42.46,42.64,11415829
9-Jan-15,43.47,43.56,42.95,43.03,12733549
8-Jan-15,43.18,43.57,43.10,43.51,21743628
7-Jan-15,42.80,43.11,42.58,42.99,13412270
6-Jan-15,42.41,42.94,42.24,42.46,16897487
5-Jan-15,42.69,42.97,42.08,42.14,26292592
2-Jan-15,42.26,42.40,41.80,42.14,9921091
31-Dec-14,42.92,42.94,42.22,42.22,9369464
30-Dec-14,42.74,42.99,42.65,42.76,9222049
29-Dec-14,42.80,43.06,42.49,42.86,8694509
26-Dec-14,42.97,43.30,42.93,42.96,6466883
24-Dec-14,43.10,43.23,42.92,42.94,6405910
23-Dec-14,42.54,43.14,42.47,42.97,13411294
22-Dec-14,42.14,42.44,42.09,42.35,11190862
19-Dec-14,42.44,42.79,41.89,41.95,24009502
18-Dec-14,41.86,42.39,41.75,42.39,18030716
17-Dec-14,40.44,41.76,40.38,41.55,20223938
16-Dec-14,40.20,41.31,39.80,40.39,23475421
15-Dec-14,41.13,41.18,40.56,40.57,23378508
12-Dec-14,41.39,41.61,40.87,40.91,18432381
11-Dec-14,41.62,42.01,41.50,41.53,16201523
10-Dec-14,42.04,42.24,41.56,41.60,18324132
9-Dec-14,42.15,42.53,41.67,42.04,25714579
8-Dec-14,43.51,43.63,43.09,43.14,12806339
5-Dec-14,43.50,43.61,43.20,43.53,12536928
4-Dec-14,43.62,43.84,43.37,43.50,13804776
3-Dec-14,44.42,44.44,43.76,43.80,15246481
2-Dec-14,44.37,44.67,44.23,44.54,9878097
1-Dec-14,44.18,44.76,44.13,44.55,10065657
28-Nov-14,44.15,45.00,44.15,44.83,10501972
26-Nov-14,43.99,44.36,43.97,44.29,9200463
25-Nov-14,44.27,44.59,44.12,44.43,10741655
24-Nov-14,44.51,44.78,44.20,44.27,12890827
21-Nov-14,44.58,44.74,44.28,44.50,14382672
20-Nov-14,43.96,44.42,43.85,44.25,13465446
19-Nov-14,43.67,44.43,43.56,44.22,25402296
18-Nov-14,42.95,43.86,42.75,43.53,26143194
17-Nov-14,42.75,42.99,42.73,42.92,10663996
14-Nov-14,42.70,42.97,42.50,42.73,10939478
13-Nov-14,42.65,43.08,42.63,42.79,12007696
