Date,Open,High,Low,Close,Volume
12-Jun-15,63.76,63.85,63.12,63.51,4996904
11-Jun-15,63.97,64.24,63.85,64.03,3890693
10-Jun-15,63.91,64.24,63.49,64.02,4776336
9-Jun-15,63.78,64.33,63.06,63.06,6316866
8-Jun-15,62.92,63.47,62.78,63.43,6630611
5-Jun-15,62.76,64.22,62.71,63.04,5809871
4-Jun-15,63.41,63.74,62.93,63.00,5361723
3-Jun-15,63.81,64.29,63.62,63.80,5380761
2-Jun-15,63.70,64.32,63.40,64.07,5076840
1-Jun-15,64.46,64.47,63.24,63.61,4140426
29-May-15,63.70,64.08,63.44,63.68,5701567
28-May-15,63.53,63.95,63.11,63.86,5192453
27-May-15,63.94,64.99,63.70,63.82,6754869
26-May-15,64.57,64.82,63.50,63.84,6128788
22-May-15,65.04,65.66,64.90,65.11,3804927
21-May-15,65.13,65.75,64.87,65.58,6049929
20-May-15,64.75,64.95,64.12,64.78,4837627
19-May-15,65.75,65.75,65.11,65.12,7945956
18-May-15,65.75,66.22,65.18,66.04,5158582
15-May-15,65.25,66.06,65.06,65.76,4728831
14-May-15,65.54,66.11,65.33,65.42,4345287
13-May-15,65.80,66.03,65.15,65.39,5424484
12-May-15,65.29,65.65,65.05,65.40,4719688
11-May-15,67.12,67.20,65.11,65.28,7261767
8-May-15,67.14,67.37,66.36,67.17,5961199
7-May-15,67.53,67.53,66.10,66.62,6298900
6-May-15,67.96,68.17,66.79,67.23,7089554
5-May-15,67.44,68.36,66.98,67.20,9142889
4-May-15,67.41,67.62,66.70,67.02,6638102
1-May-15,67.74,67.98,66.97,67.44,5974391
30-Apr-15,69.02,69.03,67.66,67.92,7365705
29-Apr-15,67.42,68.31,67.22,68.06,6038368
28-Apr-15,67.20,67.76,67.01,67.74,4265664
27-Apr-15,67.78,67.97,67.00,67.06,4427917
24-Apr-15,67.85,67.87,67.03,67.51,6275747
23-Apr-15,68.26,68.88,68.01,68.26,4627518
22-Apr-15,67.95,68.14,67.13,67.88,4480162
21-Apr-15,68.61,68.99,67.65,68.02,5563444
20-Apr-15,68.09,69.25,68.05,68.61,7846070
17-Apr-15,68.59,68.59,67.18,67.69,9616719
16-Apr-15,68.99,69.72,68.21,69.01,8395037
15-Apr-15,68.91,69.66,68.50,69.40,7773652
14-Apr-15,66.82,68.55,66.74,68.36,8917573
13-Apr-15,66.90,67.42,66.33,66.34,5737075
10-Apr-15,67.36,67.40,66.38,66.53,6015921
9-Apr-15,65.02,67.46,64.86,67.00,10984054
8-Apr-15,66.07,66.23,64.80,64.81,8571607
7-Apr-15,65.26,66.04,65.07,65.79,7177210
6-Apr-15,63.42,65.88,63.40,65.39,10169981
2-Apr-15,62.71,63.41,62.57,63.18,5908158
1-Apr-15,62.71,63.49,62.64,63.02,8939345
31-Mar-15,63.25,63.47,62.24,62.26,9169693
30-Mar-15,63.48,64.15,63.40,64.00,6027354
27-Mar-15,62.96,63.09,62.46,62.93,5199144
26-Mar-15,63.95,64.14,62.92,63.24,6889901
25-Mar-15,63.22,63.50,62.66,63.05,7662259
24-Mar-15,63.45,63.62,62.52,62.55,6377426
23-Mar-15,64.00,64.18,63.21,63.23,7428648
