Date,Open,High,Low,Close,Volume
12-Jun-15,128.18,128.33,127.11,127.17,36886246
11-Jun-15,129.18,130.18,128.48,128.59,35390887
10-Jun-15,127.92,129.34,127.85,128.88,39087250
9-Jun-15,126.70,128.08,125.62,127.42,56075420
8-Jun-15,128.90,129.21,126.83,127.80,52674786
5-Jun-15,129.50,129.69,128.36,128.65,35626800
4-Jun-15,129.58,130.58,128.91,129.36,38450118
3-Jun-15,130.66,130.94,129.90,130.12,30983542
2-Jun-15,129.86,130.66,129.32,129.96,33667627
1-Jun-15,130.28,131.39,130.05,130.54,32112797
29-May-15,131.23,131.45,129.90,130.28,50884452
28-May-15,131.86,131.95,131.10,131.78,30733309
27-May-15,130.34,132.26,130.05,132.04,45833246
26-May-15,132.60,132.91,129.12,129.62,70697560
22-May-15,131.60,132.97,131.40,132.54,45595972
21-May-15,130.07,131.63,129.83,131.39,39730364
20-May-15,130.00,130.98,129.34,130.06,36454932
19-May-15,130.69,130.88,129.64,130.07,44633240
18-May-15,128.38,130.72,128.36,130.19,50882918
15-May-15,129.07,129.49,128.21,128.77,38208034
14-May-15,127.41,128.95,127.16,128.95,45203456
13-May-15,126.15,127.19,125.87,126.01,34694235
12-May-15,125.60,126.88,124.82,125.86,48160032
11-May-15,127.39,127.56,125.62,126.32,42035757
8-May-15,126.68,127.62,126.11,127.62,55550382
7-May-15,124.77,126.08,124.02,125.26,43940895
6-May-15,126.56,126.75,123.36,125.01,72141010
5-May-15,128.15,128.45,125.78,125.80,49271416
4-May-15,129.50,130.57,128.26,128.70,50988278
1-May-15,126.10,130.13,125.30,128.95,58512638
30-Apr-15,128.64,127.88,124.58,125.15,83195423
29-Apr-15,130.16,131.59,128.30,128.64,63386083
28-Apr-15,134.46,134.54,129.57,130.56,118923970
27-Apr-15,132.31,133.13,131.15,132.65,96954207
24-Apr-15,130.49,130.63,129.23,130.28,44525905
23-Apr-15,128.30,130.42,128.14,129.67,45770902
22-Apr-15,126.99,128.87,126.32,128.62,37654505
21-Apr-15,128.10,128.20,126.67,126.91,32435057
20-Apr-15,125.57,128.12,125.17,127.60,47054310
17-Apr-15,125.55,126.14,124.46,124.75,51957046
16-Apr-15,126.28,127.10,126.11,126.17,28368987
15-Apr-15,126.41,127.13,126.01,126.78,28970419
14-Apr-15,127.00,127.29,125.91,126.30,25524593
13-Apr-15,128.37,128.57,126.61,126.85,36365123
10-Apr-15,125.95,127.21,125.26,127.10,40187953
9-Apr-15,125.85,126.58,124.66,126.56,32483974
8-Apr-15,125.85,126.40,124.97,125.60,37329243
7-Apr-15,127.64,128.12,125.98,126.01,35012268
6-Apr-15,124.47,127.51,124.33,127.35,37193975
2-Apr-15,125.03,125.56,124.19,125.32,32220131
1-Apr-15,124.82,125.12,123.10,124.25,40621437
31-Mar-15,126.09,126.49,124.36,124.43,42090553
30-Mar-15,124.05,126.40,124.00,126.37,47099670
27-Mar-15,124.57,124.70,122.91,123.25,39546151
26-Mar-15,122.76,124.88,122.60,124.24,47572869
25-Mar-15,126.54,126.82,123.38,123.38,51655177
24-Mar-15,127.23,128.04,126.56,126.69,32842304
23-Mar-15,127.12,127.85,126.52,127.21,37709674
20-Mar-15,128.25,128.40,125.16,125.90,68695136
19-Mar-15,128.75,129.25,127.40,127.50,45809490
18-Mar-15,127.00,129.16,126.37,128.47,65270945
17-Mar-15,125.90,127.32,125.65,127.04,51023104
16-Mar-15,123.88,124.95,122.87,124.95,35874300
13-Mar-15,124.40,125.40,122.58,123.59,51827283
12-Mar-15,122.31,124.90,121.63,124.45,48362719
11-Mar-15,124.75,124.77,122.11,122.24,68938974
10-Mar-15,126.41,127.22,123.80,124.51,68856582
9-Mar-15,127.96,129.57,125.06,127.14,88528487
6-Mar-15,128.40,129.37,126.26,126.60,72842060
5-Mar-15,128.58,128.75,125.76,126.41,56517146
4-Mar-15,129.10,129.56,128.32,128.54,31666340
3-Mar-15,128.96,129.52,128.09,129.36,37816283
2-Mar-15,129.25,130.28,128.30,129.09,48096663
27-Feb-15,130.00,130.57,128.24,128.46,62014847
26-Feb-15,128.78,130.87,126.61,130.42,91287529
25-Feb-15,131.56,131.60,128.15,128.79,74711746
24-Feb-15,132.94,133.60,131.17,132.17,69228130
23-Feb-15,130.02,133.00,129.66,133.00,70974110
20-Feb-15,128.62,129.50,128.05,129.50,48948419
19-Feb-15,128.48,129.03,128.33,128.45,37362381
18-Feb-15,127.62,128.78,127.45,128.72,44891737
